container.title,created,doi,title,type,first.author,authors
Ecology and Evolution,2016-01-20,10.1002/ece3.1884,Varying foraging patterns in response to competition? A multicolony approach in a generalist seabird,journal-article,Corman,"Anna‐Marie Corman, Bettina Mendel, Christian C. Voigt, Stefan Garthe"
Ecology and Evolution,2013-09-12,10.1002/ece3.754,Behavioral signature of intraspecific competition and density dependence in colony‐breeding marine predators,journal-article,Breed,"Greg A. Breed, W. Don Bowen, Marty L. Leonard"
Ecosphere,2017-06-13,10.1002/ecs2.1850,Energetics‐informed behavioral states reveal the drive to kill in African leopards,journal-article,Wilmers,"Christopher C. Wilmers, Lynne A. Isbell, Justin P. Suraci, Terrie M. Williams"
Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,2007-07-03,10.1002/jez.389,"Validation of a biotelemetric technique, using ambulatory miniature black globe thermometers, to quantify thermoregulatory behaviour in ungulates",journal-article,Hetem,"Robyn S. Hetem, Shane K. Maloney, Andrea Fuller, Leith C.R. Meyer, Duncan Mitchell"
Animal Behaviour,2002-09-16,10.1006/anbe.2000.1539,How long should a dive last? A simple model of foraging decisions by breath-hold divers in a patchy environment,journal-article,Thompson,"D. Thompson, M.A. Fedak"
Oecologia,2004-10-29,10.1007/bf00345305,Energy equivalents of oxygen consumption in animal energetics,journal-article,Elliott,"J. M. Elliott, W. Davison"
Marine Biology,2016-11-12,10.1007/s00227-002-0964-9,Up-beat motion in swinging limbs: new insights into assessing movement in free-living aquatic vertebrates,journal-article,Wilson,"R. Wilson, N. Liebsch"
Marine Biology,2005-08-03,10.1007/s00227-005-0055-9,Tail beat frequency as a predictor of swimming speed and oxygen consumption of saithe (Pollachius virens) and whiting (Merlangius merlangus) during forced swimming,journal-article,Steinhausen,"Maria Faldborg Steinhausen, John Fleng Steffensen, Niels Gerner Andersen"
Marine Biology,2015-09-11,10.1007/s00227-015-2735-4,Individual specialization in the foraging and feeding strategies of seabirds: a review,journal-article,Ceia,"Filipe R. Ceia, Jaime A. Ramos"
Behavioral Ecology and Sociobiology,2015-02-06,10.1007/s00265-015-1877-1,"Sperm whale echolocation behaviour reveals a directed, prior-based search strategy informed by prey distribution",journal-article,Fais,"A. Fais, N. Aguilar Soto, M. Johnson, C. Pérez-González, P. J. O. Miller, P. T. Madsen"
Polar Biology,2019-12-12,10.1007/s00300-003-0487-y,A method for reconstructing three-dimensional dive profiles of marine mammals using geomagnetic intensity data: results from two lactating Weddell seals,journal-article,Mitani,"Yoko Mitani, Katsufumi Sato, Shinichiro Ito, Michael F. Cameron, Donald B. Siniff, Yasuhiko Naito"
Journal of Comparative Physiology B,2008-07-02,10.1007/s00360-008-0283-7,Specific dynamic action: a review of the postprandial metabolic response,journal-article,Secor,Stephen M. Secor
"Journal of Comparative Physiology B: Biochemical, Systemic, and Environmental Physiology",2002-08-25,10.1007/s003600050042,"Heart rate and plasma lactate responses during submerged swimming and trained diving in California sea lions, Zalophus californianus",journal-article,Ponganis,"P. J. Ponganis, G. L. Kooyman, L. M. Winter, L. N. Starke"
Oecologia,2015-11-23,10.1007/s00442-015-3500-6,Quantifying consistent individual differences in habitat selection,journal-article,Leclerc,"Martin Leclerc, Eric Vander Wal, Andreas Zedrosser, Jon E. Swenson, Jonas Kindberg, Fanie Pelletier"
Oecologia,2017-01-16,10.1007/s00442-016-3800-5,Spatiotemporal drivers of energy expenditure in a coastal marine fish,journal-article,Brownscombe,"Jacob W. Brownscombe, Steven J. Cooke, Andy J. Danylchuk"
Journal of Ornithology,2006-03-20,10.1007/s10336-006-0061-9,Birds: blowin’ by the wind?,journal-article,Liechti,Felix Liechti
Biodiversity and Conservation,2005-04-28,10.1007/s10531-004-7845-0,Do we need species-specific guidelines for catch-and-release recreational angling to effectively conserve diverse fishery resources?,journal-article,Cooke,"Steven J. Cooke, Cory D. Suski"
Hydrobiologia,2016-08-24,10.1007/s10750-016-2957-6,"Are vertical migrations driven by circadian behaviour? Decoupling of activity and depth use in a large riverine elasmobranch, the freshwater sawfish (Pristis pristis)",journal-article,Gleiss,"Adrian C. Gleiss, David L. Morgan, Jeff M. Whitty, James J. Keleher, Sabrina Fossette, Graeme C. Hays"
Landscape Ecology,2013-06-25,10.1007/s10980-013-9910-0,"Animal behavior, cost-based corridor models, and real corridors",journal-article,LaPoint,"Scott LaPoint, Paul Gallery, Martin Wikelski, Roland Kays"
Reviews in Fish Biology and Fisheries,2019-04-08,10.1007/s11160-019-09555-1,Patterns and drivers of vertical movements of the large fishes of the epipelagic,journal-article,Andrzejaczek,"Samantha Andrzejaczek, Adrian C. Gleiss, Charitha B. Pattiaratchi, Mark G. Meekan"
"Journal of Agricultural, Biological and Environmental Statistics",2017-06-05,10.1007/s13253-017-0283-8,Selecting the Number of States in Hidden Markov Models: Pragmatic Solutions Illustrated Using Animal Movement,journal-article,Pohle,"Jennifer Pohle, Roland Langrock, Floris M. van Beest, Niels Martin Schmidt"
Animal Behaviour,2013-03-05,10.1016/j.anbehav.2013.02.005,Assessing the reliability of biologger techniques to measure activity in a free-ranging primate,journal-article,McFarland,"Richard McFarland, Robyn S. Hetem, Andrea Fuller, Duncan Mitchell, S. Peter Henzi, Louise Barrett"
Animal Behaviour,2018-12-18,10.1016/j.anbehav.2018.11.008,Don't poke the bear: using tracking data to quantify behavioural syndromes in elusive wildlife,journal-article,Hertel,"Anne G. Hertel, Martin Leclerc, Dan Warren, Fanie Pelletier, Andreas Zedrosser, Thomas Mueller"
Current Biology,2009-06-26,10.1016/j.cub.2009.05.070,EEG Responses to Visual Landmarks in Flying Pigeons,journal-article,Vyssotski,"Alexei L. Vyssotski, Giacomo Dell'Omo, Gaia Dell'Ariccia, Andrei N. Abramchuk, Andrei N. Serkov, Alexander V. Latanov, Alberto Loizzo, David P. Wolfer, Hans-Peter Lipp"
Current Biology,2014-06-02,10.1016/j.cub.2014.04.041,Seabird movement reveals the ecological footprint of fishing vessels,journal-article,Bodey,"Thomas W. Bodey, Mark J. Jessopp, Stephen C. Votier, Hans D. Gerritsen, Ian R. Cleasby, Keith C. Hamer, Samantha C. Patrick, Ewan D. Wakefield, Stuart Bearhop"
Current Biology,2015-01-22,10.1016/j.cub.2014.11.050,Current-Oriented Swimming by Jellyfish and Its Role in Bloom Maintenance,journal-article,Fossette,"Sabrina Fossette, Adrian Christopher Gleiss, Julien Chalumeau, Thomas Bastian, Claire Denise Armstrong, Sylvie Vandenabeele, Mikhail Karpytchev, Graeme Clive Hays"
Current Biology,2016-10-27,10.1016/j.cub.2016.09.014,Annual 10-Month Aerial Life Phase in the Common Swift Apus apus,journal-article,Hedenström,"Anders Hedenström, Gabriel Norevik, Kajsa Warfvinge, Arne Andersson, Johan Bäckman, Susanne Åkesson"
Current Biology,2017-11-30,10.1016/j.cub.2017.11.009,Ocean-wide Drivers of Migration Strategies and Their Influence on Population Breeding Performance in a Declining Seabird,journal-article,Fayet,"Annette L. Fayet, Robin Freeman, Tycho Anker-Nilssen, Antony Diamond, Kjell E. Erikstad, Dave Fifield, Michelle G. Fitzsimmons, Erpur S. Hansen, Mike P. Harris, Mark Jessopp, Amy-Lee Kouwenberg, Steve Kress, Stephen Mowat, Chris M. Perrins, Aevar Petersen, Ib K. Petersen, Tone K. Reiertsen, Gregory J. Robertson, Paula Shannon, Ingvar A. Sigurðsson, Akiko Shoji, Sarah Wanless, Tim Guilford"
Deep Sea Research Part II: Topical Studies in Oceanography,2012-07-18,10.1016/j.dsr2.2012.07.008,State-space models for bio-loggers: A methodological road map,journal-article,Jonsen,"I.D. Jonsen, M. Basson, S. Bestley, M.V. Bravington, T.A. Patterson, M.W. Pedersen, R. Thomson, U.H. Thygesen, S.J. Wotherspoon"
Deep Sea Research Part II: Topical Studies in Oceanography,2012-10-24,10.1016/j.dsr2.2012.10.005,Recent advances in bio-logging science: Technologies and methods for understanding animal behaviour and physiology and their environments,journal-article,Evans,"K. Evans, M.-A. Lea, T.A. Patterson"
Ecological Informatics,2008-12-03,10.1016/j.ecoinf.2008.10.002,The concept of animals' trajectories from a data analysis perspective,journal-article,Calenge,"Clément Calenge, Stéphane Dray, Manuela Royer-Carenzi"
Ecological Informatics,2018-12-10,10.1016/j.ecoinf.2018.12.002,Machine learning for inferring animal behavior from location and movement data,journal-article,Wang,Guiming Wang
Journal of Experimental Marine Biology and Ecology,2010-11-11,10.1016/j.jembe.2010.10.019,Estimates of field activity and metabolic rates of bonefish (Albula vulpes) in coastal marine habitats using acoustic tri-axial accelerometer transmitters and intermittent-flow respirometry,journal-article,Murchie,"Karen J. Murchie, Steven J. Cooke, Andy J. Danylchuk, Cory D. Suski"
Progress in Oceanography,2014-04-24,10.1016/j.pocean.2014.04.005,"Analysing the intermittent flapping flight of a Manx Shearwater, Puffinus puffinus, and its sporadic use of a wave-meandering wing-sailing flight strategy",journal-article,Spivey,"R.J. Spivey, S. Stansfield, C.M. Bishop"
Trends in Ecology &amp; Evolution,2016-11-01,10.1016/j.tree.2016.10.010,Energy Landscapes and the Landscape of Fear,journal-article,Gallagher,"Austin J. Gallagher, Scott Creel, Rory P. Wilson, Steven J. Cooke"
Journal of Experimental Marine Biology and Ecology,2002-10-08,10.1016/s0022-0981(02)00331-3,"Bioenergetics of free-ranging juvenile scalloped hammerhead sharks (Sphyrna lewini) in Kāne'ohe Bay, Ō'ahu, HI",journal-article,Lowe,Christopher G Lowe
Trends in Ecology &amp; Evolution,2002-10-11,10.1016/s0169-5347(02)02578-8,The physiology/life-history nexus,journal-article,Ricklefs,"Robert E. Ricklefs, Martin Wikelski"
Journal of the Marine Biological Association of the United Kingdom,2005-10-06,10.1017/s002531540501218x,"predatory behaviour of white sharks (<i>carcharodon carcharias</i>) at seal island, south africa",journal-article,martin,"r. aidan martin, neil hammerschlag, ralph s. collier, chris fallows"
Hydrobiologia,2003-12-18,10.1023/b:hydr.0000008476.23617.b0,A review of the adaptive significance and ecosystem consequences of zooplankton diel vertical migrations,journal-article,Hays,Graeme C. Hays
Nature,2002-07-26,10.1038/35099670,Energy saving in flight formation,journal-article,Weimerskirch,"Henri Weimerskirch, Julien Martin, Yannick Clerquin, Peggy Alexandre, Sarka Jiraskova"
Nature,2004-02-18,10.1038/nature02315,Changes in fisheries discard rates and seabird communities,journal-article,Votier,"Stephen C. Votier, Robert W. Furness, Stuart Bearhop, Jonathan E. Crane, Richard W. G. Caldow, Paulo Catry, Kenny Ensor, Keith C. Hamer, Anne V. Hudson, Ellen Kalmbach, Nicholas I. Klomp, Simone Pfeiffer, Richard A. Phillips, Isabel Prieto, David R. Thompson"
Nature,2014-12-02,10.1038/nature13998,Experimentally induced innovations lead to persistent culture via conformity in wild birds,journal-article,Aplin,"Lucy M. Aplin, Damien R. Farine, Julie Morand-Ferron, Andrew Cockburn, Alex Thornton, Ben C. Sheldon"
Journal of Animal Ecology,2003-03-12,10.1046/j.0021-8790.2001.00548.x,Behavioural factors affecting foraging effort of breeding wandering albatrosses,journal-article,Shaffer,"Scott A. Shaffer, Daniel P. Costa, Henri Weimerskirch"
Journal of Animal Ecology,2003-03-12,10.1046/j.1365-2656.1999.00343.x,Competition for early arrival in migratory birds,journal-article,Kokko,Hanna Kokko
Journal of Animal Ecology,2003-03-12,10.1046/j.1365-2656.2003.00690.x,"Individual variation in prey selection by sea otters: patterns, causes and implications",journal-article,Estes,"J. A. Estes, M. L. Riedman, M. M. Staedler, M. T. Tinker, B. E. Lyon"
Fish and Fisheries,2003-03-11,10.1046/j.1467-2979.2000.00028.x,Methods for studying spatial behaviour of freshwater fishes in the natural environment,journal-article,Lucas,"M.C. Lucas, E. Baras"
Marine and Freshwater Research,2011-01-20,10.1071/mf10046,Locomotory activity and depth distribution of adult great barracuda (Sphyraena barracuda) in Bahamian coastal habitats determined using acceleration and pressure biotelemetry transmitters,journal-article,O'Toole,"A. C. O'Toole, K. J. Murchie, C. Pullen, K. C. Hanson, C. D. Suski, A. J. Danylchuk, S. J. Cooke"
Wildlife Research,2011-12-21,10.1071/wr10177,A review of the effects of different marking and tagging techniques on marine mammals,journal-article,Walker,"Kristen A. Walker, Andrew W. Trites, Martin Haulena, Daniel M. Weary"
Australian Journal of Zoology,2005-06-30,10.1071/zo9910595,"The Diving Behavior of Adult Male and Female Southern Elephant Seals, Mirounga-Leonina (Pinnipedia, Phocidae)",journal-article,Hindell,"MA Hindell, DJ Slip, HR Burton"
Proceedings of the National Academy of Sciences,2008-12-06,10.1073/pnas.0800483105,Trends and missing parts in the study of movement ecology,journal-article,Holyoak,"Marcel Holyoak, Renato Casagrandi, Ran Nathan, Eloy Revilla, Orr Spiegel"
Proceedings of the National Academy of Sciences,2008-12-06,10.1073/pnas.0801732105,A framework for generating and analyzing movement paths on ecological landscapes,journal-article,Getz,"Wayne M. Getz, David Saltz"
Proceedings of the National Academy of Sciences,2008-12-06,10.1073/pnas.0801789105,Movement ecology of migration in turkey vultures,journal-article,Mandel,"J. T. Mandel, K. L. Bildstein, G. Bohrer, D. W. Winkler"
Proceedings of the National Academy of Sciences,2010-03-23,10.1073/pnas.0911181107,Patterns of aging in the long-lived wandering albatross,journal-article,Lecomte,"Vincent Julien Lecomte, Gabriele Sorci, Stéphane Cornet, Audrey Jaeger, Bruno Faivre, Emilie Arnoux, Maria Gaillard, Colette Trouvé, Dominique Besson, Olivier Chastel, Henri Weimerskirch"
Proceedings of the National Academy of Sciences,2019-02-26,10.1073/pnas.1819031116,Memory and resource tracking drive blue whale migrations,journal-article,Abrahms,"Briana Abrahms, Elliott L. Hazen, Ellen O. Aikens, Matthew S. Savoca, Jeremy A. Goldbogen, Steven J. Bograd, Michael G. Jacox, Ladd M. Irvine, Daniel M. Palacios, Bruce R. Mate"
Journal of the American Statistical Association,2012-10-18,10.1080/01621459.2012.737745,Optimal Detection of Changepoints With a Linear Computational Cost,journal-article,Killick,"R. Killick, P. Fearnhead, I. A. Eckley"
Behavioral Ecology,2007-01-04,10.1093/beheco/3.3.255,The optimal allocation of time during the diving cycle,journal-article,Houston,"Alasdair I. Houston, Christopher Carbone"
Behavioral Ecology,2011-06-12,10.1093/beheco/arr038,Optimal foraging theory predicts diving and feeding strategies of the largest marine predator,journal-article,Doniol-Valcroze,"Thomas Doniol-Valcroze, Véronique Lesage, Janie Giard, Robert Michaud"
Behavioral Ecology,2015-07-26,10.1093/beheco/arv115,"Integrating network analysis, sensor tags, and observation to understand shark ecology and behavior",journal-article,Wilson,"Alexander D.M. Wilson, Jacob W. Brownscombe, Jens Krause, Stefan Krause, Lee F.G. Gutowsky, Edward J. Brooks, Steven J. Cooke"
Conservation Physiology,2013-05-26,10.1093/conphys/cot008,Cardiorespiratory collapse at high temperature in swimming adult sockeye salmon,journal-article,Eliason,"E. J. Eliason, T. D. Clark, S. G. Hinch, A. P. Farrell"
Integrative and Comparative Biology,2006-03-13,10.1093/icb/42.1.3,Overcoming the Constraints of Long Range Radio Telemetry from Animals: Getting More Useful Data from Smaller Packages,journal-article,Fedak,M. Fedak
Integrative and Comparative Biology,2015-04-22,10.1093/icb/icv017,Not So Fast: Swimming Behavior of Sailfish during Predator–Prey Interactions using High-Speed Video and Accelerometry,journal-article,Marras,"Stefano Marras, Takuji Noda, John F. Steffensen, Morten B. S. Svendsen, Jens Krause, Alexander D. M. Wilson, Ralf H. J. M. Kurvers, James Herbert-Read, Kevin M. Boswell, Paolo Domenici"
Journal of Mammalogy,2016-05-29,10.1093/jmammal/gyw078,2016 Guidelines of the American Society of Mammalogists for the use of wild mammals in research and education:,journal-article,Sikes,"Robert S. Sikes, NA NA"
Biology Letters,2005-05-04,10.1098/rsbl.2004.0250,First records of dive durations for a hibernating sea turtle,journal-article,Hochscheid,"Sandra Hochscheid, Flegra Bentivegna, Graeme C Hays"
Biology Letters,2008-05-15,10.1098/rsbl.2008.0203,Sleeping outside the box: electroencephalographic measures of sleep in sloths inhabiting a rainforest,journal-article,Rattenborg,"Niels C Rattenborg, Bryson Voirin, Alexei L Vyssotski, Roland W Kays, Kamiel Spoelstra, Franz Kuemmeth, Wolfgang Heidrich, Martin Wikelski"
Biology Letters,2013-07-03,10.1098/rsbl.2013.0223,First direct measurements of behavioural responses by Cuvier's beaked whales to mid-frequency active sonar,journal-article,DeRuiter,"Stacy L. DeRuiter, Brandon L. Southall, John Calambokidis, Walter M. X. Zimmer, Dinara Sadykova, Erin A. Falcone, Ari S. Friedlaender, John E. Joseph, David Moretti, Gregory S. Schorr, Len Thomas, Peter L. Tyack"
Journal of The Royal Society Interface,2012-10-17,10.1098/rsif.2012.0477,Evidence for behavioural thermoregulation by the world's largest fish,journal-article,Thums,"Michele Thums, Mark Meekan, John Stevens, Steven Wilson, Jeff Polovina"
Journal of The Royal Society Interface,2015-11-04,10.1098/rsif.2015.0530,"Use of multiple modes of flight subsidy by a soaring terrestrial bird, the golden eagle<i>Aquila chrysaetos</i>, when on migration",journal-article,Katzner,"Todd E. Katzner, Philip J. Turk, Adam E. Duerr, Tricia A. Miller, Michael J. Lanzone, Jeff L. Cooper, David Brandes, Junior A. Tremblay, Jérôme Lemaître"
Royal Society Open Science,2016-09-28,10.1098/rsos.160404,The secret life of ground squirrels: accelerometry reveals sex-dependent plasticity in above-ground activity,journal-article,Williams,"Cory T. Williams, Kathryn Wilsterman, Victor Zhang, Jeanette Moore, Brian M. Barnes, C. Loren Buck"
Proceedings of the Royal Society B: Biological Sciences,2006-12-23,10.1098/rspb.2006.0198,Intraspecific competition drives increased resource use diversity within a natural population,journal-article,Svanbäck,"Richard Svanbäck, Daniel I Bolnick"
Proceedings of the Royal Society B: Biological Sciences,2006-08-02,10.1098/rspb.2006.3623,Marine animal behaviour: neglecting ocean currents can lead us up the wrong track,journal-article,Gaspar,"Philippe Gaspar, Jean-Yves Georges, Sabrina Fossette, Arnaud Lenoble, Sandra Ferraroli, Yvon Le Maho"
Proceedings of the Royal Society B: Biological Sciences,2009-08-20,10.1098/rspb.2009.1135,Behaviour and kinematics of continuous ram filtration in bowhead whales (<i>Balaena mysticetus</i>),journal-article,Simon,"Malene Simon, Mark Johnson, Peter Tyack, Peter T. Madsen"
Proceedings of the Royal Society B: Biological Sciences,2010-10-28,10.1098/rspb.2010.2106,Geographical and temporal flexibility in the response to crosswinds by migrating raptors,journal-article,Klaassen,"Raymond H. G. Klaassen, Mikael Hake, Roine Strandberg, Thomas Alerstam"
Proceedings of the Royal Society B: Biological Sciences,2011-02-23,10.1098/rspb.2010.2604,Calling under pressure: short-finned pilot whales make social calls during deep foraging dives,journal-article,Jensen,"Frants H. Jensen, Jacobo Marrero Perez, Mark Johnson, Natacha Aguilar Soto, Peter T. Madsen"
Proceedings of the Royal Society B: Biological Sciences,2011-12-21,10.1098/rspb.2011.2088,Deadly diving? Physiological and behavioural management of decompression stress in diving mammals,journal-article,Hooker,"S. K. Hooker, A. Fahlman, M. J. Moore, N. Aguilar de Soto, Y. Bernaldo de Quirós, A. O. Brubakk, D. P. Costa, A. M. Costidis, S. Dennison, K. J. Falke, A. Fernandez, M. Ferrigno, J. R. Fitz-Clarke, M. M. Garner, D. S. Houser, P. D. Jepson, D. R. Ketten, P. H. Kvadsheim, P. T. Madsen, N. W. Pollock, D. S. Rotstein, T. K. Rowles, S. E. Simmons, W. Van Bonn, P. K. Weathersby, M. J. Weise, T. M. Williams, P. L. Tyack"
Proceedings of the Royal Society B: Biological Sciences,2014-11-06,10.1098/rspb.2014.2120,The foraging benefits of being fat in a highly migratory marine mammal,journal-article,Adachi,"Taiki Adachi, Jennifer L. Maresh, Patrick W. Robinson, Sarah H. Peterson, Daniel P. Costa, Yasuhiko Naito, Yuuki Y. Watanabe, Akinori Takahashi"
Proceedings of the Royal Society B: Biological Sciences,2015-11-25,10.1098/rspb.2015.1768,When the going gets tough: behavioural type-dependent space use in the sleepy lizard changes as the season dries,journal-article,Spiegel,"Orr Spiegel, Stephan T. Leu, Andrew Sih, Stephanie S. Godfrey, C. Michael Bull"
Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences,2002-07-26,10.1098/rstb.1999.0371,The evolution of cost efficient swimming in marine mammals: limits to energetic optimization,journal-article,Williams,Terrie M. Williams
Philosophical Transactions of the Royal Society B: Biological Sciences,2012-05-07,10.1098/rstb.2012.0022,Conservation physiology in practice: how physiological knowledge has improved our ability to sustainably manage Pacific salmon during up-river migration,journal-article,Cooke,"Steven J. Cooke, Scott G. Hinch, Michael R. Donaldson, Timothy D. Clark, Erika J. Eliason, Glenn T. Crossin, Graham D. Raby, Ken M. Jeffries, Mike Lapointe, Kristi Miller, David A. Patterson, Anthony P. Farrell"
Philosophical Transactions of the Royal Society B: Biological Sciences,2021-06-28,10.1098/rstb.2020.0230,Future trends in measuring physiology in free-living animals,journal-article,Williams,"H. J. Williams, J. Ryan Shipley, C. Rutz, M. Wikelski, M. Wilkes, L. A. Hawkes"
Functional Ecology,2013-02-21,10.1111/1365-2435.12073,"Global patterns for upper ceilings on migration distance in sea turtles and comparisons with fish, birds and mammals",journal-article,Hays,"Graeme C. Hays, Rebecca Scott"
Functional Ecology,2015-11-28,10.1111/1365-2435.12613,Sex‐specific and individual preferences for hunting strategies in white sharks,journal-article,Towner,"Alison V. Towner, Vianey Leos‐Barajas, Roland Langrock, Robert S. Schick, Malcolm J. Smale, Tami Kaschke, Oliver J. D. Jewell, Yannis P. Papastamatiou"
Journal of Animal Ecology,2015-10-13,10.1111/1365-2656.12455,How to capture fish in a school? Effect of successive predator attacks on seabird feeding success,journal-article,Thiebault,"Andréa Thiebault, Magali Semeria, Christophe Lett, Yann Tremblay"
Journal of Animal Ecology,2018-02-26,10.1111/1365-2656.12818,Revisiting concepts of thermal physiology: Predicting responses of mammals to climate change,journal-article,Mitchell,"Duncan Mitchell, Edward P. Snelling, Robyn S. Hetem, Shane K. Maloney, Willem Maartin Strauss, Andrea Fuller"
Methods in Ecology and Evolution,2014-10-09,10.1111/2041-210x.12286,The accuracy of Fastloc‐<scp>GPS</scp>locations and implications for animal tracking,journal-article,Dujon,"Antoine M. Dujon, R. Todd Lindstrom, Graeme C. Hays"
Methods in Ecology and Evolution,2015-03-18,10.1111/2041-210x.12373,Tracking marine mammals in 3D using electronic tag data,journal-article,Laplanche,"Christophe Laplanche, Tiago A. Marques, Len Thomas"
Methods in Ecology and Evolution,2016-06-13,10.1111/2041-210x.12577,A protocol for conducting and presenting results of regression-type analyses,journal-article,Zuur,"Alain F. Zuur, Elena N. Ieno"
Methods in Ecology and Evolution,2016-05-04,10.1111/2041-210x.12584,"<scp>BORIS</scp>
            : a free, versatile open‐source event‐logging software for video/audio coding and live observations",journal-article,Friard,"Olivier Friard, Marco Gamba"
Biological Reviews,2014-08-15,10.1111/brv.12137,Daily torpor and hibernation in birds and mammals,journal-article,Ruf,"Thomas Ruf, Fritz Geiser"
Ecology Letters,2014-03-19,10.1111/ele.12268,The gliding speed of migrating birds: slow and safe or fast and risky?,journal-article,Horvitz,"Nir Horvitz, Nir Sapir, Felix Liechti, Roni Avissar, Isaac Mahrer, Ran Nathan"
Ecology Letters,2014-07-15,10.1111/ele.12328,Combining animal movements and behavioural data to detect behavioural states,journal-article,Nams,Vilis O. Nams
Journal of Fish Biology,2004-08-27,10.1111/j.0022-1112.2004.00486.x,Energetics and morphology of sockeye salmon: effects of upriver migratory distance and elevation,journal-article,Crossin,"G. T. Crossin, S. G. Hinch, A. P. Farrell, D. A. Higgs, A. G. Lotto, J. D. Oakes, M. C. Healey"
Journal of Fish Biology,2006-01-24,10.1111/j.1095-8649.1983.tb04739.x,Why do fish die after severe exercise?,journal-article,Wood,"C. M. Wood, J. D. Turner, M. S. Graham"
Journal of Fish Biology,2005-04-04,10.1111/j.1095-8649.1994.tb01262.x,"Heart rate as an indicator of metabolic rate and activity in adult Atlantic salmon, Salmo salar",journal-article,Lucas,M. C. Lucas
Functional Ecology,2009-10-13,10.1111/j.1365-2435.2009.01654.x,Resource partitioning and niche hyper-volume overlap in free-living Pygoscelid penguins,journal-article,Wilson,Rory P. Wilson
Journal of Animal Ecology,2008-07-08,10.1111/j.1365-2656.2008.01429.x,Individual specialization in diet by a generalist marine predator reflects specialization in foraging behaviour,journal-article,Woo,"Kerry J. Woo, Kyle Hamish Elliott, Melissa Davidson, Anthony J. Gaston, Gail K. Davoren"
Journal of Animal Ecology,2010-10-14,10.1111/j.1365-2656.2010.01760.x,Scaling of swim speed in breath-hold divers,journal-article,Watanabe,"Yuuki Y. Watanabe, Katsufumi Sato, Yutaka Watanuki, Akinori Takahashi, Yoko Mitani, Masao Amano, Kagari Aoki, Tomoko Narazaki, Takashi Iwata, Shingo Minamikawa, Nobuyuki Miyazaki"
Journal of Animal Ecology,2012-02-20,10.1111/j.1365-2656.2012.01955.x,A dynamic Brownian bridge movement model to estimate utilization distributions for heterogeneous animal movement,journal-article,Kranstauber,"Bart Kranstauber, Roland Kays, Scott D. LaPoint, Martin Wikelski, Kamran Safi"
Mammal Review,2007-06-12,10.1111/j.1365-2907.2007.00104.x,Responses of cetaceans to anthropogenic noise,journal-article,NOWACEK,"DOUGLAS P. NOWACEK, LESLEY H. THORNE, DAVID W. JOHNSTON, PETER L. TYACK"
Journal of Evolutionary Biology,2007-01-23,10.1111/j.1420-9101.2007.01300.x,The evolutionary ecology of individual phenotypic plasticity in wild populations,journal-article,NUSSEY,"D. H. NUSSEY, A. J. WILSON, J. E. BROMMER"
Journal of Applied Ichthyology,2004-11-15,10.1111/j.1439-0426.2004.00494.x,Angling-induced cardiac disturbance of free-swimming largemouth bass (Micropterus salmoides) monitored with heart rate telemetry,journal-article,Cooke,"S. J. Cooke, C. M. Bunt, K. G. Ostrand, D. P. Philipp, D. H. Wahl"
Ecology Letters,2008-04-09,10.1111/j.1461-0248.2008.01182.x,Are there general mechanisms of animal home range behaviour? A review and prospects for future research,journal-article,Börger,"Luca Börger, Benjamin D. Dalziel, John M. Fryxell"
Ecology Letters,2008-10-08,10.1111/j.1461-0248.2008.01249.x,Understanding movement data and movement processes: current and emerging directions,journal-article,Schick,"Robert S. Schick, Scott R. Loarie, Fernando Colchero, Benjamin D. Best, Andre Boustany, Dalia A. Conde, Patrick N. Halpin, Lucas N. Joppa, Catherine M. McClellan, James S. Clark"
Ecology Letters,2008-12-19,10.1111/j.1461-0248.2008.01267.x,"Informed dispersal, heterogeneity in animal dispersal syndromes and the dynamics of spatially structured populations",journal-article,Clobert,"Jean Clobert, Jean-François Le Galliard, Julien Cote, Sandrine Meylan, Manuel Massot"
Ecology Letters,2012-08-16,10.1111/j.1461-0248.2012.01846.x,An evolutionary ecology of individual differences,journal-article,Dall,"Sasha R. X. Dall, Alison M. Bell, Daniel I. Bolnick, Francis L. W. Ratnieks"
Biological Reviews,2010-06-21,10.1111/j.1469-185x.2010.00141.x,Repeatability for Gaussian and non-Gaussian data: a practical guide for biologists,journal-article,Nakagawa,"Shinichi Nakagawa, Holger Schielzeth"
Diversity and Distributions,2011-11-26,10.1111/j.1472-4642.2011.00864.x,Multicolony tracking reveals the winter distribution of a pelagic seabird on an ocean basin scale,journal-article,Frederiksen,"Morten Frederiksen, Børge Moe, Francis Daunt, Richard A. Phillips, Robert T. Barrett, Maria I. Bogdanova, Thierry Boulinier, John W. Chardine, Olivier Chastel, Lorraine S. Chivers, Signe Christensen-Dalsgaard, Céline Clément-Chastel, Kendrew Colhoun, Robin Freeman, Anthony J. Gaston, Jacob González-Solís, Aurélie Goutte, David Grémillet, Tim Guilford, Gitte H. Jensen, Yuri Krasnov, Svein-Håkon Lorentsen, Mark L. Mallory, Mark Newell, Bergur Olsen, Deryk Shaw, Harald Steen, Hallvard Strøm, Geir H. Systad, Thorkell L. Thórarinsson, Tycho Anker-Nilssen"
