container.title,created,doi,title,type,first.author,authors
Signal Processing,2005-04-27,10.1016/j.sigpro.2005.01.012,Using penalized contrasts for the change-point problem,journal-article,Lavielle,Marc Lavielle
Trends in Ecology &amp; Evolution,2004-06-21,10.1016/j.tree.2004.04.009,Behavioral syndromes: an ecological and evolutionary overview,journal-article,Sih,"Andrew Sih, Alison Bell, J.Chadwick Johnson"
Zoology,2008-03-29,10.1016/j.zool.2007.07.011,"Acceleration versus heart rate for estimating energy expenditure and speed during locomotion in animals: Tests with an easy model species, Homo sapiens",journal-article,Halsey,"Lewis G. Halsey, Emily L.C. Shepard, Carl J. Hulston, Michelle C. Venables, Craig R. White, Asker E. Jeukendrup, Rory P. Wilson"
Zoology,2012-01-11,10.1016/j.zool.2011.09.003,The need for speed: testing acceleration for estimating animal travel rates in terrestrial dead-reckoning systems,journal-article,Bidder,"Owen R. Bidder, Marion Soresina, Emily L.C. Shepard, Lewis G. Halsey, Flavio Quintana, Agustina Gómez-Laich, Rory P. Wilson"
Deep Sea Research Part II: Topical Studies in Oceanography,2002-07-25,10.1016/s0967-0645(98)00032-0,A programmable acoustic recording tag and first results from free-ranging northern elephant seals,journal-article,Burgess,"W.C. Burgess, P.L. Tyack, B.J. Le Boeuf, D.P. Costa"
NA,2015-12-09,10.1017/cbo9781139045490,Diving Physiology of Marine Mammals and Seabirds,monograph,Ponganis,Paul J. Ponganis
Nature,2002-07-26,10.1038/35090566,Evidence of intra-specific competition for food in a pelagic seabird,journal-article,Lewis,"S. Lewis, T. N. Sherratt, K. C. Hamer, S. Wanless"
Nature,2014-01-14,10.1038/nature12939,Upwash exploitation and downwash avoidance by flap phasing in ibis formation flight,journal-article,Portugal,"Steven J. Portugal, Tatjana Y. Hubel, Johannes Fritz, Stefanie Heese, Daniela Trobe, Bernhard Voelkl, Stephen Hailes, Alan M. Wilson, James R. Usherwood"
Nature,2014-09-24,10.1038/nature13696,Individual improvements and selective mortality shape lifelong migratory performance,journal-article,Sergio,"Fabrizio Sergio, Alessandro Tanferna, Renaud De Stephanis, Lidia López Jiménez, Julio Blas, Giacomo Tavecchia, Damiano Preatoni, Fernando Hiraldo"
Nature Climate Change,2012-09-23,10.1038/nclimate1686,Predicted habitat shifts of Pacific top predators in a changing climate,journal-article,Hazen,"Elliott L. Hazen, Salvador Jorgensen, Ryan R. Rykaczewski, Steven J. Bograd, David G. Foley, Ian D. Jonsen, Scott A. Shaffer, John P. Dunne, Daniel P. Costa, Larry B. Crowder, Barbara A. Block"
Nature Communications,2011-06-14,10.1038/ncomms1350,Convergent evolution in locomotory patterns of flying and swimming animals,journal-article,Gleiss,"Adrian C. Gleiss, Salvador J. Jorgensen, Nikolai Liebsch, Juan E. Sala, Brad Norman, Graeme C. Hays, Flavio Quintana, Edward Grundy, Claudio Campagna, Andrew W. Trites, Barbara A. Block, Rory P. Wilson"
Nature Communications,2015-01-16,10.1038/ncomms7055,Exercise at depth alters bradycardia and incidence of cardiac anomalies in deep-diving marine mammals,journal-article,Williams,"Terrie M. Williams, Lee A. Fuiman, Traci Kendall, Patrick Berry, Beau Richter, Shawn R. Noren, Nicole Thometz, Michael J. Shattock, Edward Farrell, Andy M. Stamper, Randall W. Davis"
Functional Ecology,2003-03-11,10.1046/j.1365-2435.2002.00622.x,"The energetics of Gentoo Penguins,<i>Pygoscelis papua,</i>during the breeding season",journal-article,Bevan,"R. M. Bevan, P. J. Butler, A. J. Woakes, I. L. Boyd"
Proceedings of the National Academy of Sciences,2006-08-15,10.1073/pnas.0603715103,Migratory shearwaters integrate oceanic resources across the Pacific Ocean in an endless summer,journal-article,Shaffer,"Scott A. Shaffer, Yann Tremblay, Henri Weimerskirch, Darren Scott, David R. Thompson, Paul M. Sagar, Henrik Moller, Graeme A. Taylor, David G. Foley, Barbara A. Block, Daniel P. Costa"
Proceedings of the National Academy of Sciences,2008-08-12,10.1073/pnas.0800790105,Southern Ocean frontal structure and sea-ice formation rates revealed by elephant seals,journal-article,Charrassin,"J.-B. Charrassin, M. Hindell, S. R. Rintoul, F. Roquet, S. Sokolov, M. Biuw, D. Costa, L. Boehme, P. Lovell, R. Coleman, R. Timmermann, A. Meijers, M. Meredith, Y.-H. Park, F. Bailleul, M. Goebel, Y. Tremblay, C.-A. Bost, C. R. McMahon, I. C. Field, M. A. Fedak, C. Guinet"
Proceedings of the National Academy of Sciences,2008-12-06,10.1073/pnas.0808918105,An emerging movement ecology paradigm,journal-article,Nathan,Ran Nathan
Proceedings of the National Academy of Sciences,2015-04-21,10.1073/pnas.1500316112,Comparative analyses of animal-tracking data reveal ecological significance of endothermy in fishes,journal-article,Watanabe,"Yuuki Y. Watanabe, Kenneth J. Goldman, Jennifer E. Caselle, Demian D. Chapman, Yannis P. Papastamatiou"
The American Naturalist,2007-10-19,10.1086/522059,"Does Prey Capture Induce Area‐Restricted Search? A Fine‐Scale Study Using GPS in a Marine Predator, the Wandering Albatross",journal-article,Weimerskirch,"Henri Weimerskirch, David Pinaud, Frédéric Pawlowski, Charles‐André Bost"
Physiological and Biochemical Zoology,2013-06-07,10.1086/671165,"Physiology, Behavior, and Conservation",journal-article,Cooke,"Steven J. Cooke, Daniel T. Blumstein, Richard Buchholz, Tim Caro, Esteban Fernández-Juricic, Craig E. Franklin, Julian Metcalfe, Constance M. O’Connor, Colleen Cassady St. Clair, William J. Sutherland, Martin Wikelski"
Proceedings of the Royal Society of London. Series B: Biological Sciences,2004-07-14,10.1098/rsbl.2004.0182,Penguin–mounted cameras glimpse underwater group behaviour,journal-article,Takahashi,"A. Takahashi, K. Sato, Y. Naito, M. J. Dunn, P. N. Trathan, J. P. Croxall"
Biology Letters,2007-05-16,10.1098/rsbl.2007.0157,"From cradle to early grave: juvenile mortality in European shags
            <i>Phalacrocorax aristotelis</i>
            results from inadequate development of foraging proficiency",journal-article,Daunt,"F Daunt, V Afanasyev, A Adam, J.P Croxall, S Wanless"
Biology Letters,2012-11-28,10.1098/rsbl.2012.0986,Underwater acrobatics by the world's largest predator: 360° rolling manoeuvres by lunge-feeding blue whales,journal-article,Goldbogen,"Jeremy A. Goldbogen, John Calambokidis, Ari S. Friedlaender, John Francis, Stacy L. DeRuiter, Alison K. Stimpert, Erin Falcone, Brandon L. Southall"
Proceedings of the Royal Society of London. Series B: Biological Sciences,2004-05-14,10.1098/rspb.2004.2718,"Seasonal sexual segregation in two<i>Thalassarche</i>albatross species: competitive exclusion, reproductive role specialization or foraging niche divergence?",journal-article,Phillips,"R. A. Phillips, J. R. D. Silk, B. Phalan, P. Catry, J. P. Croxall"
Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences,2006-12-15,10.1098/rstb.1993.0164,Migration by soaring or flapping flight in birds: the relative importance of energy cost and speed,journal-article,,
Philosophical Transactions of the Royal Society B: Biological Sciences,2010-06-21,10.1098/rstb.2010.0082,Building the bridge between animal movement and population dynamics,journal-article,Morales,"Juan M. Morales, Paul R. Moorcroft, Jason Matthiopoulos, Jacqueline L. Frair, John G. Kie, Roger A. Powell, Evelyn H. Merrill, Daniel T. Haydon"
Philosophical Transactions of the Royal Society B: Biological Sciences,2010-06-21,10.1098/rstb.2010.0093,The home-range concept: are traditional estimators still relevant with modern telemetry technology?,journal-article,Kie,"John G. Kie, Jason Matthiopoulos, John Fieberg, Roger A. Powell, Francesca Cagnacci, Michael S. Mitchell, Jean-Michel Gaillard, Paul R. Moorcroft"
Philosophical Transactions of the Royal Society B: Biological Sciences,2010-11-15,10.1098/rstb.2010.0208,Personality and the emergence of the pace-of-life syndrome concept at the population level,journal-article,Réale,"Denis Réale, Dany Garant, Murray M. Humphries, Patrick Bergeron, Vincent Careau, Pierre-Olivier Montiglio"
Functional Ecology,2015-12-12,10.1111/1365-2435.12618,Temperature dependence of fish performance in the wild: links with species biogeography and physiological thermal tolerance,journal-article,Payne,"Nicholas L. Payne, James A. Smith, Dylan E. Meulen, Matthew D. Taylor, Yuuki Y. Watanabe, Akinori Takahashi, Teagan A. Marzullo, Charles A. Gray, Gwenael Cadiou, Iain M. Suthers"
Journal of Animal Ecology,2012-11-21,10.1111/1365-2656.12013,Quantifying individual variation in behaviour: mixed-effect modelling approaches,journal-article,Dingemanse,"Niels J. Dingemanse, Ned A. Dochtermann"
Journal of Animal Ecology,2016-04-05,10.1111/1365-2656.12525,The challenges of the first migration: movement and behaviour of juvenile vs. adult white storks with insights regarding juvenile mortality,journal-article,Rotics,"Shay Rotics, Michael Kaatz, Yehezkel S. Resheff, Sondra Feldman Turjeman, Damaris Zurell, Nir Sapir, Ute Eggers, Andrea Flack, Wolfgang Fiedler, Florian Jeltsch, Martin Wikelski, Ran Nathan"
Methods in Ecology and Evolution,2012-11-29,10.1111/2041-210x.12003,"Programmable, miniature video-loggers for deployment on wild birds and other wildlife",journal-article,Rutz,"Christian Rutz, Jolyon Troscianko"
Methods in Ecology and Evolution,2015-02-25,10.1111/2041-210x.12358,A new method for resolving uncertainty of energy requirements in large water breathers: the ‘mega‐flume’ seagoing swim‐tunnel respirometer,journal-article,Payne,"Nicholas L. Payne, Edward P. Snelling, Richard Fitzpatrick, Jamie Seymour, Robert Courtney, Adam Barnett, Yuuki Y. Watanabe, David W. Sims, Lyle Squire, Jayson M. Semmens"
Methods in Ecology and Evolution,2018-07-25,10.1111/2041-210x.13069,Give the machine a hand: A Boolean time‐based decision‐tree template for rapidly finding animal behaviours in multisensor data,journal-article,Wilson,"Rory P. Wilson, Mark D. Holton, Agustina Virgilio, Hannah Williams, Emily L. C. Shepard, Sergio Lambertucci, Flavio Quintana, Juan E. Sala, Bharathan Balaji, Eun Sun Lee, Mani Srivastava, D. Michael Scantlebury, Carlos M. Duarte"
Ecology Letters,2013-08-16,10.1111/ele.12165,Spatial memory and animal movement,journal-article,Fagan,"William F. Fagan, Mark A. Lewis, Marie Auger-Méthé, Tal Avgar, Simon Benhamou, Greg Breed, Lara LaDage, Ulrike E. Schlägel, Wen-wu Tang, Yannis P. Papastamatiou, James Forester, Thomas Mueller"
Ecology Letters,2015-10-19,10.1111/ele.12528,Global aerial flyways allow efficient travelling,journal-article,Kranstauber,"B. Kranstauber, R. Weinzierl, M. Wikelski, K. Safi"
Journal of Animal Ecology,2010-07-28,10.1111/j.1365-2656.2010.01735.x,"Measurements of foraging success in a highly pelagic marine predator, the northern elephant seal",journal-article,Robinson,"Patrick W. Robinson, Samantha E. Simmons, Daniel E. Crocker, Daniel P. Costa"
Journal of the Royal Statistical Society: Series B (Statistical Methodology),2010-09-14,10.1111/j.1467-9868.2010.00749.x,Fast stable restricted maximum likelihood and marginal likelihood estimation of semiparametric generalized linear models,journal-article,Wood,Simon N. Wood
Journal of Zoology,2008-05-27,10.1111/j.1469-7998.2008.00451.x,"Swimming behavior in relation to buoyancy in an open swimbladder fish, the Chinese sturgeon",journal-article,Watanabe,"Y. Watanabe, Q. Wei, D. Yang, X. Chen, H. Du, J. Yang, K. Sato, Y. Naito, N. Miyazaki"
Ibis,2008-04-03,10.1111/j.1474-919x.1963.tb06766.x,THE REGULATION OF NUMBERS OF TROPICAL OCEANIC BIRDS,journal-article,Ashmole,N. P. Ashmole
Ecography,2010-03-03,10.1111/j.1600-0587.2009.06034.x,Looking at the unseen: combining animal bio-logging and stable isotopes to reveal a shift in the ecological niche of a deep diving predator,journal-article,Bailleul,"Frédéric Bailleul, Matthieu Authier, Simon Ducatez, Fabien Roquet, Jean-Benoît Charrassin, Yves Cherel, Christophe Guinet"
Ecology of Freshwater Fish,2006-08-07,10.1111/j.1600-0633.2006.00147.x,Monitoring the spawning behaviour of chum salmon with an acceleration data logger,journal-article,Tsuda,"Y. Tsuda, R. Kawabe, H. Tanaka, Y. Mitsunaga, T. Hiraishi, K. Yamamoto, K. Nashimoto"
Journal of Fish Biology,2016-01-15,10.1111/jfb.12845,The determination of standard metabolic rate in fishes,journal-article,Chabot,"D. Chabot, J. F. Steffensen, A. P. Farrell"
Science Advances,2016-01-23,10.1126/sciadv.1500931,Costs of migratory decisions: A comparison across eight white stork populations,journal-article,Flack,"Andrea Flack, Wolfgang Fiedler, Julio Blas, Ivan Pokrovsky, Michael Kaatz, Maxim Mitropolsky, Karen Aghababyan, Ioannis Fakriadis, Eleni Makrigianni, Leszek Jerzak, Hichem Azafzaf, Claudia Feltrup-Azafzaf, Shay Rotics, Thabiso M. Mokotjomela, Ran Nathan, Martin Wikelski"
Science,2006-10-05,10.1126/science.177.4045.222,"Locomotion: Energy Cost of Swimming, Flying, and Running",journal-article,Schmidt-Nielsen,Knut Schmidt-Nielsen
Canadian Journal of Zoology,2009-03-05,10.1139/z88-012,The behavioral ecology of air breathing by aquatic animals,journal-article,Kramer,Donald L. Kramer
Annual Review of Ecology and Systematics,2003-07-02,10.1146/annurev.es.15.110184.002515,Optimal Foraging Theory: A Critical Review,journal-article,Pyke,G H Pyke
Annual Review of Physiology,2004-02-11,10.1146/annurev.physiol.66.032102.115105,Metabolic Rate and Body Temperature Reduction During Hibernation and Daily Torpor,journal-article,Geiser,Fritz Geiser
Behaviour,2011-06-20,10.1163/000579511x570893,Underwater components of humpback whale bubble-net feeding behaviour,journal-article,Friedlaender,"Ari Friedlaender, Alessandro Bocconcelli, David Wiley, Danielle Cholewiak, Colin Ware, Mason Weinrich, Michael Thompson"
Movement Ecology,2014-08-29,10.1186/s40462-014-0017-2,Windscapes shape seabird instantaneous energy costs but adult behavior buffers impact on offspring,journal-article,Elliott,"Kyle Hamish Elliott, Lorraine S Chivers, Lauren Bessey, Anthony J Gaston, Scott A Hatch, Akiko Kato, Orla Osborne, Yan Ropert-Coudert, John R Speakman, James F Hare"
Journal of Experimental Biology,2003-08-08,10.1242/jeb.00547,The effect of temperature on swimming performance and oxygen consumption in adult sockeye (<i>Oncorhynchus nerka</i>) and coho (<i>O. kisutch</i>)salmon stocks,journal-article,Lee,"C. G. Lee, A. P. Farrell, A. Lotto, M. J. MacNutt, S. G. Hinch, M. C. Healey"
Journal of Experimental Biology,2007-01-08,10.1242/jeb.02629,Going wild: what a global small-animal tracking system could do for experimental biologists,journal-article,Wikelski,"Martin Wikelski, Roland W. Kays, N. Jeremy Kasdin, Kasper Thorup, James A. Smith, George W. Swenson"
Journal of Experimental Biology,2011-08-10,10.1242/jeb.055137,Northern elephant seals adjust gliding and stroking patterns with changes in buoyancy: validation of at-sea metrics of body density,journal-article,Aoki,"Kagari Aoki, Yuuki Y. Watanabe, Daniel E. Crocker, Patrick W. Robinson, Martin Biuw, Daniel P. Costa, Nobuyuki Miyazaki, Mike A. Fedak, Patrick J. O. Miller"
Journal of Experimental Biology,2014-04-30,10.1242/jeb.094201,Free-swimming northern elephant seals have low field metabolic rates that are sensitive to an increased cost of transport,journal-article,Maresh,"Jennifer L. Maresh, Samantha E. Simmons, Daniel E. Crocker, Birgitte I. McDonald, Terrie M. Williams, Daniel P. Costa"
Journal of Experimental Biology,2014-03-12,10.1242/jeb.097915,Windscape and tortuosity shape the flight costs of northern gannets,journal-article,Amélineau,"Françoise Amélineau, Clara Péron, Amélie Lescroël, Matthieu Authier, Pascal Provost, David Grémillet"
Journal of Experimental Biology,2015-05-07,10.1242/jeb.106013,Gait switches in deep-diving beaked whales: biomechanical strategies for long-duration dives,journal-article,Martín López,"Lucía Martina Martín López, Patrick J. O. Miller, Natacha Aguilar de Soto, Mark Johnson"
Journal of Experimental Biology,2016-11-17,10.1242/jeb.146993,Correlations of metabolic rate and body acceleration in three species of coastal sharks under contrasting temperature regimes,journal-article,Lear,"Karissa O. Lear, Nicholas M. Whitney, Lauran R. Brewster, Jack J. Morris, Robert E. Hueter, Adrian C. Gleiss"
Journal of Experimental Biology,2021-04-25,10.1242/jeb.174.1.139,Cardiac Responses of Grey Seals During Diving at Sea,journal-article,Thompson,"David Thompson, Michael A. Fedak"
PLoS ONE,2009-10-06,10.1371/journal.pone.0007322,From the Eye of the Albatrosses: A Bird-Borne Camera Shows an Association between Albatrosses and a Killer Whale in the Southern Ocean,journal-article,Sakamoto,"Kentaro Q. Sakamoto, Akinori Takahashi, Takashi Iwata, Philip N. Trathan"
The Auk,2008-08-08,10.1525/auk.2008.1408,APPLICATION OF TRACKING AND DATA-LOGGING TECHNOLOGY IN RESEARCH AND CONSERVATION OF SEABIRDS,journal-article,BURGER,"ALAN E. BURGER, SCOTT A. SHAFFER"
Fisheries,2010-06-18,10.1577/1548-8446-33.7.321,"Developing a Mechanistic Understanding of Fish Migrations by Linking Telemetry with Physiology, Behavior, Genomics and Experimental Biology: An Interdisciplinary Case Study on Adult Fraser River Sockeye Salmon",journal-article,Cooke,"Steven J. Cooke, S. G. Hinch, A. P. Farrell, D. A. Patterson, K. Miller-Saunders, D. W. Welch, M. R. Donaldson, K. C. Hanson, G. T. Crossin, M. T. Mathes, A. G. Lotto, K. A. Hruska, I. C. Olsson, G. N. Wagner, R. Thomson, R. Hourston, K. K. English, S. Larsson, J. M. Shrimpton, G. Van der Kraak"
Ecological Monographs,2007-06-06,10.1890/0012-9615(2000)070[0353:feones]2.0.co;2,FORAGING ECOLOGY OF NORTHERN ELEPHANT SEALS,journal-article,Le Boeuf,"B. J. Le Boeuf, D. E. Crocker, D. P. Costa, S. B. Blackwell, P. M. Webb, D. S. Houser"
Ecology,2007-06-04,10.1890/02-0670,META-ANALYSIS OF ANIMAL MOVEMENT USING STATE-SPACE MODELS,journal-article,Jonsen,"Ian D. Jonsen, Ransom A. Myers, Joanna Mills Flemming"
Ecology,2011-01-12,10.1890/09-1299.1,In situ measures of foraging success and prey encounter reveal marine habitat-dependent search strategies,journal-article,Thums,"Michele Thums, Corey J. A. Bradshaw, Mark A. Hindell"
Ecology,2011-04-14,10.1890/09-1951.1,Metabolic rate throughout the annual cycle reveals the demands of an Arctic existence in Great Cormorants,journal-article,White,"Craig R. White, David Grémillet, Jonathan A. Green, Graham R. Martin, Patrick J. Butler"
Ecological Monographs,2012-04-05,10.1890/11-0326.1,A general discrete-time modeling framework for animal movement using multistate random walks,journal-article,McClintock,"Brett T. McClintock, Ruth King, Len Thomas, Jason Matthiopoulos, Bernie J. McConnell, Juan M. Morales"
Frontiers in Ecology and the Environment,2014-12-01,10.1890/130283,Making connections in aquatic ecosystems with acoustic telemetry monitoring,journal-article,Donaldson,"Michael R Donaldson, Scott G Hinch, Cory D Suski, Aaron T Fisk, Michelle R Heupel, Steven J Cooke"
Ecology,2015-11-19,10.1890/14-1300.1,Long-term individual foraging site fidelity—why some gannets don't change their spots,journal-article,Wakefield,"Ewan D. Wakefield, Ian R. Cleasby, Stuart Bearhop, Thomas W. Bodey, Rachel D. Davies, Peter I. Miller, Jason Newton, Stephen C. Votier, Keith C. Hamer"
The Condor,2007-01-23,10.2307/1369039,"Diving Behavior of Emperor Penguins Nurturing Chicks at Coulman Island, Antarctica",journal-article,Kooyman,"G. L. Kooyman, T. G. Kooyman"
Ecology,2006-05-09,10.2307/1938423,Kernel Methods for Estimating the Utilization Distribution in Home-Range Studies,journal-article,Worton,B. J. Worton
Endangered Species Research,2010-03-04,10.3354/esr00269,Biologging technologies: new tools for conservation. Introduction,journal-article,Bograd,"SJ Bograd, BA Block, DP Costa, BJ Godley"
Endangered Species Research,2016-10-18,10.3354/esr00779,Using tri-axial accelerometers to identify wild polar bear behaviors,journal-article,Pagano,"AM Pagano, KD Rode, A Cutting, MA Owen, S Jensen, JV Ware, CT Robbins, GM Durner, TC Atwood, ME Obbard, KR Middel, GW Thiemann, TM Williams"
Marine Ecology Progress Series,2008-08-06,10.3354/meps07673,Stable isotopes reveal the trophic position and mesopelagic fish diet of female southern elephant seals breeding on the Kerguelen Islands,journal-article,Cherel,"Y Cherel, S Ducatez, C Fontaine, P Richard, C Guinet"
Marine Ecology Progress Series,2011-11-17,10.3354/meps09498,Horizontal and vertical movements as predictors of foraging success in a marine predator,journal-article,Dragon,"AC Dragon, A Bar-Hen, P Monestiez, C Guinet"
Marine Ecology Progress Series,2007-08-23,10.3354/meps228241,"Remote-sensing systems and seabirds: their use, abuse and potential for measuring marine environmental variables",journal-article,Wilson,"RP Wilson, D Grémillet, J Syder, MAM Kierspel, S Garthe, H Weimerskirch, C Schäfer-Neth, JA Scolaro, CA Bost, J Plötz, D Nel"
Marine Ecology Progress Series,2007-08-13,10.3354/meps266265,Accuracy of geolocation estimates for flying seabirds,journal-article,Phillips,"RA Phillips, JRD Silk, JP Croxall, V Afanasyev, DR Briggs"
Frontiers in Ecology and Evolution,2018-10-01,10.3389/fevo.2018.00150,Tracking the Conservation Promise of Movement Ecology,journal-article,Fraser,"Kevin C. Fraser, Kimberley T. A. Davies, Christina M. Davy, Adam T. Ford, D. T. Tyler Flockhart, Eduardo G. Martins"
Frontiers in Marine Science,2019-05-14,10.3389/fmars.2019.00229,Biologging Tags Reveal Links Between Fine-Scale Horizontal and Vertical Movement Behaviors in Tiger Sharks (Galeocerdo cuvier),journal-article,Andrzejaczek,"Samantha Andrzejaczek, Adrian C. Gleiss, Karissa O. Lear, Charitha B. Pattiaratchi, Taylor K. Chapple, Mark G. Meekan"
Frontiers in Marine Science,2019-06-26,10.3389/fmars.2019.00326,Animal-Borne Telemetry: An Integral Component of the Ocean Observing Toolkit,journal-article,Harcourt,"Rob Harcourt, Ana M. M. Sequeira, Xuelei Zhang, Fabien Roquet, Kosei Komatsu, Michelle Heupel, Clive McMahon, Fred Whoriskey, Mark Meekan, Gemma Carroll, Stephanie Brodie, Colin Simpfendorfer, Mark Hindell, Ian Jonsen, Daniel P. Costa, Barbara Block, Mônica Muelbert, Bill Woodward, Mike Weise, Kim Aarestrup, Martin Biuw, Lars Boehme, Steven J. Bograd, Dorian Cazau, Jean-Benoit Charrassin, Steven J. Cooke, Paul Cowley, P. J. Nico de Bruyn, Tiphaine Jeanniard du Dot, Carlos Duarte, Víctor M. Eguíluz, Luciana C. Ferreira, Juan Fernández-Gracia, Kimberly Goetz, Yusuke Goto, Christophe Guinet, Mike Hammill, Graeme C. Hays, Elliott L. Hazen, Luis A. Hückstädt, Charlie Huveneers, Sara Iverson, Saifullah Arifin Jaaman, Kongkiat Kittiwattanawong, Kit M. Kovacs, Christian Lydersen, Tim Moltmann, Masaru Naruoka, Lachlan Phillips, Baptiste Picard, Nuno Queiroz, Gilles Reverdin, Katsufumi Sato, David W. Sims, Eva B. Thorstad, Michele Thums, Anne M. Treasure, Andrew W. Trites, Guy D. Williams, Yoshinari Yonehara, Mike A. Fedak"
Biometrical Journal,2008-05-15,10.1002/bimj.200810425,Simultaneous Inference in General Parametric Models,journal-article,Hothorn,"Torsten Hothorn, Frank Bretz, Peter Westfall"
Ecology and Evolution,2015-10-02,10.1002/ece3.1660,Interpreting behaviors from accelerometry: a method combining simplicity and objectivity,journal-article,Collins,"Philip M. Collins, Jonathan A. Green, Victoria Warwick-Evans, Stephen Dodd, Peter J. A. Shaw, John P. Y. Arnould, Lewis G. Halsey"
Use R!,2016-06-08,10.1007/978-3-319-24277-4,ggplot2,book,Wickham,Hadley Wickham
Bird Migration,2011-11-24,10.1007/978-3-642-74542-3_22,"Optimal Bird Migration: The Relative Importance of Time, Energy, and Safety",book-chapter,Alerstam,"T. Alerstam, Å. Lindström"
Marine Biology,2004-10-29,10.1007/bf00346421,"Highly directional swimming by scalloped hammerhead sharks, Sphyrna lewini, and subsurface irradiance, temperature, bathymetry, and geomagnetic field",journal-article,Klimley,A. P. Klimley
Journal of Comparative Physiology A,2012-05-14,10.1007/s00359-012-0731-4,The marine mammal dive response is exercise modulated to maximize aerobic dive duration,journal-article,Davis,"Randall W. Davis, Terrie M. Williams"
Journal of Comparative Physiology B,2011-10-14,10.1007/s00360-011-0620-0,Does size matter? Comparison of body temperature and activity of free-living Arabian oryx (Oryx leucoryx) and the smaller Arabian sand gazelle (Gazella subgutturosa marica) in the Saudi desert,journal-article,Hetem,"Robyn Sheila Hetem, Willem Maartin Strauss, Linda Gayle Fick, Shane Kevin Maloney, Leith Carl Rodney Meyer, Mohammed Shobrak, Andrea Fuller, Duncan Mitchell"
AStA Advances in Statistical Analysis,2017-07-04,10.1007/s10182-017-0302-7,Statistical modelling of individual animal movement: an overview of key methods and a discussion of practical challenges,journal-article,Patterson,"Toby A. Patterson, Alison Parton, Roland Langrock, Paul G. Blackwell, Len Thomas, Ruth King"
Hydrobiologia,2008-09-10,10.1007/s10750-008-9578-7,A fully implantable multi-channel biotelemetry system for measurement of blood flow and temperature: a first evaluation in the green sturgeon,journal-article,Gräns,"A. Gräns, M. Axelsson, K. Pitsillides, C. Olsson, J. Höjesjö, R. C. Kaufman, J. J. Cech"
Reviews in Fish Biology and Fisheries,2010-11-27,10.1007/s11160-010-9193-3,Advancing the surgical implantation of electronic tags in fish: a gap analysis and research agenda based on a review of trends in intracoelomic tagging effects studies,journal-article,Cooke,"Steven J. Cooke, Christa M. Woodley, M. Brad Eppard, Richard S. Brown, Jennifer L. Nielsen"
Journal of Theoretical Biology,2004-12-17,10.1016/0022-5193(66)90185-8,Theory of use of the turnover rates of body water for measuring energy and material balance,journal-article,Lifson,"N. Lifson, Ruth McClintock"
Applied Animal Behaviour Science,2009-04-06,10.1016/j.applanim.2009.03.005,Cow behaviour pattern recognition using a three-dimensional accelerometer and support vector machines,journal-article,Martiskainen,"Paula Martiskainen, Mikko Järvinen, Jukka-Pekka Skön, Jarkko Tiirikainen, Mikko Kolehmainen, Jaakko Mononen"
Applied Animal Behaviour Science,2009-05-21,10.1016/j.applanim.2009.04.008,Use of a tri-axial accelerometer for automated recording and classification of goats’ grazing behaviour,journal-article,Moreau,"Maëg Moreau, Stefan Siebert, Andreas Buerkert, Eva Schlecht"
Biological Conservation,2016-05-28,10.1016/j.biocon.2016.05.009,Ecotourism increases the field metabolic rate of whitetip reef sharks,journal-article,Barnett,"Adam Barnett, Nicholas L. Payne, Jayson M. Semmens, Richard Fitzpatrick"
Comparative Biochemistry and Physiology Part A: Molecular &amp; Integrative Physiology,2007-01-28,10.1016/j.cbpa.2007.01.014,Brünnich's guillemots (Uria lomvia) maintain high temperature in the body core during dives,journal-article,Niizuma,"Yasuaki Niizuma, Geir W. Gabrielsen, Katsufumi Sato, Yutaka Watanuki, Yasuhiko Naito"
Current Biology,2016-11-21,10.1016/j.cub.2016.10.020,Cognitive control of heart rate in diving harbor porpoises,journal-article,Elmegaard,"Siri L. Elmegaard, Mark Johnson, Peter T. Madsen, Birgitte I. McDonald"
Journal of Experimental Marine Biology and Ecology,2008-05-17,10.1016/j.jembe.2008.03.012,Tracking and data–logging devices attached to elephant seals do not affect individual mass gain or survival,journal-article,McMahon,"Clive R. McMahon, Iain C. Field, Corey J.A. Bradshaw, Gary C. White, Mark A. Hindell"
Polar Science,2010-06-24,10.1016/j.polar.2010.05.009,Fine-scale feeding behavior of Weddell seals revealed by a mandible accelerometer,journal-article,Naito,"Yasuhiko Naito, Horst Bornemann, Akinori Takahashi, Trevor McIntyre, Joachim Plötz"
Trends in Ecology &amp; Evolution,2008-03-06,10.1016/j.tree.2008.01.003,Predicting ecological consequences of marine top predator declines,journal-article,Heithaus,"Michael R. Heithaus, Alejandro Frid, Aaron J. Wirsing, Boris Worm"
Comparative Biochemistry and Physiology Part A: Molecular &amp; Integrative Physiology,2002-07-25,10.1016/s1095-6433(00)00202-6,Limits to exhaustive exercise in fish,journal-article,Kieffer*,James D. Kieffer*
Comparative Biochemistry and Physiology Part A: Molecular &amp; Integrative Physiology,2002-10-14,10.1016/s1095-6433(01)00465-2,The scaling of locomotor performance in predator–prey encounters: from fish to killer whales,journal-article,Domenici,Paolo Domenici
